https://w3id.org/pmd/co/1D	https://w3id.org/pmd/co/PMD_0000501
https://w3id.org/pmd/co/2D	https://w3id.org/pmd/co/PMD_0000502
https://w3id.org/pmd/co/ASTM_Grainsize	https://w3id.org/pmd/co/PMD_0000503
https://w3id.org/pmd/co/AbInitioMDSimulation	https://w3id.org/pmd/co/PMD_0000504
https://w3id.org/pmd/co/AccousticAbsorptionCoefficient	https://w3id.org/pmd/co/PMD_0000505
https://w3id.org/pmd/co/AccousticProperty	https://w3id.org/pmd/co/PMD_0000506
https://w3id.org/pmd/co/AcousticalPropertyAnalyzingProcess	https://w3id.org/pmd/co/PMD_0000507
https://w3id.org/pmd/co/AdditiveManufacturingDevice	https://w3id.org/pmd/co/PMD_0000508
https://w3id.org/pmd/co/AdhesionTestingProcess	https://w3id.org/pmd/co/PMD_0000509
https://w3id.org/pmd/co/AdjustmentDeviceRole	https://w3id.org/pmd/co/PMD_0000510
https://w3id.org/pmd/co/Age	https://w3id.org/pmd/co/PMD_0000511
https://w3id.org/pmd/co/AggregateState	https://w3id.org/pmd/co/PMD_0000512
https://w3id.org/pmd/co/AgingProcess	https://w3id.org/pmd/co/PMD_0000513
https://w3id.org/pmd/co/AlloyQualitySteel	https://w3id.org/pmd/co/PMD_0000514
https://w3id.org/pmd/co/AlloySpecialSteel	https://w3id.org/pmd/co/PMD_0000515
https://w3id.org/pmd/co/AlloySteel	https://w3id.org/pmd/co/PMD_0000516
https://w3id.org/pmd/co/ApplicationOfAccousticWave	https://w3id.org/pmd/co/PMD_0000517
https://w3id.org/pmd/co/ApplicationOfElasticImpact	https://w3id.org/pmd/co/PMD_0000518
https://w3id.org/pmd/co/ApplicationOfElectricField	https://w3id.org/pmd/co/PMD_0000519
https://w3id.org/pmd/co/ApplicationOfHeatFlux	https://w3id.org/pmd/co/PMD_0000520
https://w3id.org/pmd/co/ApplicationOfMagneticField	https://w3id.org/pmd/co/PMD_0000521
https://w3id.org/pmd/co/ApplicationOfMechanicalLoad	https://w3id.org/pmd/co/PMD_0000522
https://w3id.org/pmd/co/ApplicationOfSubstance	https://w3id.org/pmd/co/PMD_0000523
https://w3id.org/pmd/co/AssemblingProcess	https://w3id.org/pmd/co/PMD_0000524
https://w3id.org/pmd/co/AtomicForceMicroscope	https://w3id.org/pmd/co/PMD_0000525
https://w3id.org/pmd/co/AtomicStructure	https://w3id.org/pmd/co/PMD_0000526
